ID,Country,Organization,Certificate/Badge,Record Type,Category,Subcategory,Level,Price Status,Conditions,Exam/Assessment,Duration,Language,Available from Russia,Validity,Credly/Verification,LinkedIn,Official URL,Priority,Completion Status,Evidence Status,Last Reviewed,Source Page,Extraction Method,Confidence
SRCX-049664b89eae,United States,Cisco,Cisco — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.netacad.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0c42b616a1a9,United States,Esri,Esri — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.esri.com/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-14c9c52b62d3,Europe,ETSI,ETSI — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.etsi.org/education,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0b6e29fb843b,United States,JFrog,JFrog — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://academy.jfrog.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-03e27d6b5513,Australia,Jira Service Management,Jira Service Management — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://university.atlassian.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0dbe78556c57,United States,NOAA,NOAA — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.noaa.gov/education,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-03ea46962b28,United States,PMI,PMI — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.pmi.org/learning,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-02fc8f4b26fb,United Kingdom,PortSwigger,PortSwigger — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://portswigger.net/web-security,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-04b855afd31d,United States,SiFive,SiFive — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.sifive.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-13d59f55fd83,Global,SLSA,SLSA — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://slsa.dev/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-08ba532a4e09,United States,Tektronix,Tektronix — 5G source & credential directory,source-watch,5G,5G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.tek.com/en/learning,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-067cbb004c62,Russia,1C,1C — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://1c.ru/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-05debfe26b89,Australia,Atlassian,Atlassian — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://university.atlassian.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-01e9193d2a0a,United States,Class Central,Class Central — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.classcentral.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0a94d6c8a077,Global,CNCF,CNCF — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.cncf.io/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-1030e96105b7,United States,Docker,Docker — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.docker.com/education/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-081bc0978f9a,United States,GitHub,GitHub — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://learn.github.com/certifications,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-04ef62ae2fbc,United States,HashiCorp,HashiCorp — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://developer.hashicorp.com/certifications,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-1299a1d5792a,United States,JFrog Academy,JFrog Academy — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://academy.jfrog.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-09a40bfda532,Australia,Jira Service Management,Jira Service Management — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://university.atlassian.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-06c7d279a3a3,Global,Kubernetes,Kubernetes — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://kubernetes.io/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-017da41b2dcd,United States,Looker / Google,Looker / Google — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://cloud.google.com/looker/docs,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-13e8b96d8352,Taiwan,MediaTek,MediaTek — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://corp.mediatek.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-14aec1c58de9,Germany,Phoenix Contact,Phoenix Contact — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.phoenixcontact.com/en-pc/training,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0eebf0c592d8,United States,PTC,PTC — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.ptc.com/en/academic-program,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0d136470c6c0,United States,SiFive,SiFive — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.sifive.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0a8573c4a8c5,United States,Silicon Labs,Silicon Labs — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.silabs.com/training,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0b88f6b44593,United States,USGS,USGS — 6G source & credential directory,source-watch,6G,6G,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.usgs.gov/educational-resources,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-109b76d44d52,Global,Apache Software Foundation — Subprojects,Apache Software Foundation — Subprojects — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.apache.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-092e86ea5dc7,Italy,Arduino,Arduino — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://docs.arduino.cc/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0ff839e2c524,United States,Databricks,Databricks — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.databricks.com/learn,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-140480afeff6,United States,Epic Games,Epic Games — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://dev.epicgames.com/community/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-09638badc9f4,Global,FAO eLearning Academy,FAO eLearning Academy — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://elearning.fao.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-00f76fd88788,United States/Global,FIRST Robotics,FIRST Robotics — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.firstinspires.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0073aac14ac1,United States,GitHub Skills,GitHub Skills — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://skills.github.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0b003c5beadb,United States,MongoDB,MongoDB — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://learn.mongodb.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0124d420cb12,United States,NVIDIA,NVIDIA — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.nvidia.com/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-02e451ab3fb9,United States,Palo Alto Networks,Palo Alto Networks — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.paloaltonetworks.com/services/education,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-144f8d66b650,France,Schneider Electric,Schneider Electric — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.se.com/ww/en/work/solutions/for-business/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-1070e7b8b986,Germany,Siemens,Siemens — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.siemens.com/training,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-063ed7b13645,United States,TensorFlow,TensorFlow — AI source & credential directory,source-watch,AI,AI,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.tensorflow.org/certificate,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-11d711130990,United States,Akamai,Akamai — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.akamai.com/learn,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-120ea029f198,United States,Alteryx,Alteryx — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://community.alteryx.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-10779e5951dd,United States,Class Central,Class Central — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.classcentral.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-07ec9a32b079,United States,CompTIA,CompTIA — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.comptia.org/certifications,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0388249631d9,United States,IBM,IBM — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://skillsbuild.org/learning-catalog,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0f59053249d4,United States,Khan Academy,Khan Academy — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.khanacademy.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0f46c1ddb836,Global,OpenTofu,OpenTofu — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://opentofu.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0127a87ccf1f,United States,Rockwell Automation,Rockwell Automation — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.rockwellautomation.com/en-us/services/training.html,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-02d020baf1e7,United States,RStudio / Posit,RStudio / Posit — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://posit.co/learn/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-01f24b20e855,Germany,Siemens,Siemens — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.siemens.com/training,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-064e49485bd1,Russia,Stepik,Stepik — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://stepik.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-1115b2632bf9,Russia,Группа Астра,Группа Астра — AI Agents source & credential directory,source-watch,AI Agents,AI Agents,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://astra.ru/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-02544cf2f5c4,Global,3GPP,3GPP — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.3gpp.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0fe6a1c60dc6,United States,Ansys,Ansys — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.ansys.com/academic/educator-resources,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-00078be92392,United States,Class Central,Class Central — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.classcentral.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0ed375f1f198,Global,Cloud Native Computing Foundation,Cloud Native Computing Foundation — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.cncf.io/training/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-154c3e95f4ad,Global,Coursera,Coursera — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.coursera.org/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-063d232ccf6a,France,Dassault Aviation,Dassault Aviation — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.dassault-aviation.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-00f6f6aeb2e4,United States,Docker,Docker — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.docker.com/education/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-0c381f783207,European Union,EIT Manufacturing,EIT Manufacturing — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.eitmanufacturing.eu/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-10a287ac2009,United Kingdom,FutureLearn,FutureLearn — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://www.futurelearn.com/,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
SRCX-079101f5ebf3,United States,GitHub,GitHub — APIs source & credential directory,source-watch,APIs,APIs,catalog,⚠️ verify current offer,"Monitoring record, not a certificate claim. Verify the current official credential/course and price before calling it free.",Varies,Varies,Provider-dependent,Unknown,Varies,Provider-dependent,Varies,https://learn.github.com/certifications,C,Не начато,Source watch — auto review,2026-08-31,,curated,discovery
