ID,Country,Organization,Certificate/Badge,Category,Subcategory,Level,Price status,Conditions,Exam/Assessment,Duration,Language,Available from Russia,Validity,Credly/Verification,LinkedIn,Official URL,Priority,Completion status,Review status,Last reviewed
AI-011,International,IBM SkillsBuild,Software Development Using IBM Granite,IT,AI-assisted development,Advanced,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-012,International,IBM SkillsBuild,AI for Sustainability,AI,Applied AI,Advanced,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-013,International,IBM SkillsBuild,Cybersecurity Fundamentals,Cybersecurity,Cyber fundamentals,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-014,International,IBM SkillsBuild,Getting Started with Cybersecurity,Cybersecurity,Cyber fundamentals,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-015,International,IBM SkillsBuild,Cybersecurity: On the Defense,Cybersecurity,Blue team,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-016,International,IBM SkillsBuild,Data Literacy,Data,Data literacy,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-017,International,IBM SkillsBuild,Data Fundamentals,Data,Data fundamentals,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-018,International,IBM SkillsBuild,Information Technology Fundamentals,IT,IT foundations,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-019,International,IBM SkillsBuild,Cloud Computing Fundamentals,Cloud,Cloud foundations,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-020,International,IBM SkillsBuild,IT Support Technician pathway,IT,IT support,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-021,International,IBM SkillsBuild,Project Management Fundamentals,IT,Project management,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
AI-022,International,IBM SkillsBuild,Enterprise Design Thinking Practitioner,IT,Product/design,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://skillsbuild.org/learning-catalog,A,Не начато,Current-catalog signal,2026-08-31
SF-001,International,Salesforce Trailhead,Artificial Intelligence Fundamentals,AI,AI fundamentals,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-002,International,Salesforce Trailhead,Generative AI Basics,AI,GenAI,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-003,International,Salesforce Trailhead,Natural Language Processing Basics,AI,NLP,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-004,International,Salesforce Trailhead,Data Fundamentals for AI,AI,AI data,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-005,International,Salesforce Trailhead,Prompt Fundamentals,AI,Prompt engineering,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-006,International,Salesforce Trailhead,AI Strategy,AI,AI strategy,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-007,International,Salesforce Trailhead,Responsible Creation of Artificial Intelligence,AI,Responsible AI,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-008,International,Salesforce Trailhead,Large Language Models,AI,LLM,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-009,International,Salesforce Trailhead,Introduction to Agentforce,AI,AI agents,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-010,International,Salesforce Trailhead,Agentforce: Agent Planning,AI,AI agents,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-011,International,Salesforce Trailhead,Salesforce Developer: Quick Look,IT,Development,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-012,International,Salesforce Trailhead,Environments for Salesforce Developers,DevOps,Developer environments,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-013,International,Salesforce Trailhead,Security Basics,Cybersecurity,Security foundations,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-014,International,Salesforce Trailhead,User Authentication,Cybersecurity,Identity/auth,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-015,International,Salesforce Trailhead,Secure Client-Side Development,Cybersecurity,AppSec,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-016,International,Salesforce Trailhead,Data Integrations,Data,Integration,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-017,International,Salesforce Trailhead,Data 360 Insights,Data,Analytics,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-018,International,Salesforce Trailhead,AI + Data: Project Planning,AI,AI project planning,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-019,International,Salesforce Trailhead,Sales AI: Quick Look,AI,Sales AI,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
SF-020,International,Salesforce Trailhead,Commerce AI: Quick Look,AI,Commerce AI,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://trailhead.salesforce.com/,A,Не начато,Current-catalog signal,2026-08-31
C-001,International,Cisco Networking Academy,Python Essentials 1,Python,Python basics,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-002,International,Cisco Networking Academy,Python Essentials 2,Python,Python intermediate,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-003,International,Cisco Networking Academy,Networking Basics,Networking,Networking fundamentals,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-004,International,Cisco Networking Academy,Introduction to Cybersecurity,Cybersecurity,Cyber basics,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-005,International,Cisco Networking Academy,Cybersecurity Essentials,Cybersecurity,Cyber fundamentals,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-006,International,Cisco Networking Academy,Endpoint Security,Cybersecurity,Endpoint security,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-007,International,Cisco Networking Academy,Network Defense,Cybersecurity,Network security,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-008,International,Cisco Networking Academy,Cyber Threat Management,Cybersecurity,Threat management,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-009,International,Cisco Networking Academy,Networking Devices and Initial Configuration,Networking,Routers/switches,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-010,International,Cisco Networking Academy,Getting Started with Cisco Packet Tracer,Networking,Simulation,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-011,International,Cisco Networking Academy,Exploring Networks with Packet Tracer,Networking,Network simulation,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-012,International,Cisco Networking Academy,Introduction to IoT,Embedded,IoT,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-013,International,Cisco Networking Academy,Introduction to IoT and Digital Transformation,Embedded,IoT,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-014,International,Cisco Networking Academy,Exploring IoT with Packet Tracer,Embedded,IoT simulation,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-015,International,Cisco Networking Academy,Introduction to Modern AI,AI,AI,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-016,International,Cisco Networking Academy,English for IT 1,IT,Technical English,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-017,International,Cisco Networking Academy,English for IT 2,IT,Technical English,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-018,International,Cisco Networking Academy,Network Security,Cybersecurity,Network security,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
C-019,International,Cisco Networking Academy,IoT Fundamentals,Embedded,IoT,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://www.netacad.com/,A,Не начато,Current-catalog signal,2026-08-31
H-001,International,HubSpot Academy,Content Marketing Certification,IT,Content marketing,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-002,International,HubSpot Academy,Digital Marketing Certification,IT,Digital marketing,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-003,International,HubSpot Academy,Inbound Certification,IT,Inbound,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-004,International,HubSpot Academy,Inbound Marketing Certification,IT,Inbound marketing,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-005,International,HubSpot Academy,Inbound Sales Certification,IT,Sales technology,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-006,International,HubSpot Academy,Email Marketing Certification,IT,MarTech,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-007,International,HubSpot Academy,Social Media Marketing Certification,IT,Social,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-008,International,HubSpot Academy,Digital Advertising Certification,IT,AdTech,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-009,International,HubSpot Academy,SEO Certification,IT,SEO,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-010,International,HubSpot Academy,Revenue Operations Certification,IT,RevOps,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-011,International,HubSpot Academy,Sales Enablement Certification,IT,Sales enablement,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-012,International,HubSpot Academy,Reporting Certification,Data,Analytics/reporting,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-013,International,HubSpot Academy,Integrating With HubSpot I: Foundations,IT,API/integration,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-014,International,HubSpot Academy,AEO Fundamentals,AI,AI search,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-015,International,HubSpot Academy,AI-Readiness Accelerator Workshop,AI,AI readiness,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-016,International,HubSpot Academy,AI-Augmented HubSpot Stack Mini-Series,AI,AI/agents,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-017,International,HubSpot Academy,"AI for Marketing, Sales, and Service Bootcamp",AI,Applied AI,Intermediate,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-018,International,HubSpot Academy,Marketing Hub Software Certification,IT,MarTech,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-019,International,HubSpot Academy,Sales Hub Software Certification,IT,Sales tech,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
H-020,International,HubSpot Academy,Service Hub Software Certification,IT,Service tech,Beginner,✅ 0 ₽,Issuer-specific requirements; see official page,Course/assessment,Varies,EN/RU where offered,Unknown,Varies,Issuer-defined; Credly if stated,Usually shareable,https://academy.hubspot.com/certification-overview,A,Не начато,Current-catalog signal,2026-08-31
