provider_id,organization,country,domains,official_url,free_learning,free_credential,source_status,last_checked,check_after_days,next_check
P-070,Snowflake,United States,Data Cloud;SQL;AI;Governance,https://learn.snowflake.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-071,Confluent,United States,Kafka;Streaming;Data Engineering,https://developer.confluent.io/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-072,Apache Software Foundation,Global,Open Source;Big Data;Distributed Systems,https://www.apache.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-073,PostgreSQL,Global,Databases;SQL,https://www.postgresql.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-074,Redis,United States,Databases;Caching;Data Structures,https://university.redis.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-075,Neo4j,United States,Graph Databases;Data Science,https://graphacademy.neo4j.com/,confirmed,confirmed,active,2026-08-31,90,2026-11-29
P-076,Linux Professional Institute,Canada, Linux;Open Source;Security,https://www.lpi.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-077,Python Institute,Poland,Python;AI;Data;Testing;Security,https://pythoninstitute.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-078,JetBrains Academy,Czech Republic,Programming;Kotlin;Java;Python,https://www.jetbrains.com/academy/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-079,Unity,United States,Game Development;XR;3D,https://learn.unity.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-080,Epic Games,United States,Unreal Engine;3D;Virtual Production,https://dev.epicgames.com/community/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-081,Autodesk,United States,CAD;BIM;CAE;Manufacturing,https://www.autodesk.com/certification/overview,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-082,Dassault Systèmes,France,CAD;CAE;PLM;Simulation,https://www.3ds.com/education/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-083,Siemens Digital Industries Software,Germany,CAD;CAE;PLM;EDA;Automation,https://training.plm.automation.siemens.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-084,PTC,United States,CAD;PLM;IoT;AR,https://www.ptc.com/en/academic-program,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-085,Altium,Australia,PCB;Electronics;EDA,https://www.altium.com/education,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-086,Cadence,United States,EDA;ASIC;PCB;Semiconductors,https://www.cadence.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-087,Synopsys,United States,EDA;Semiconductors;Software Security,https://www.synopsys.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-088,MathWorks,United States,MATLAB;Simulink;Control;Signal Processing,https://www.mathworks.com/learn/training.html,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-089,NI,United States,LabVIEW;Instrumentation;Test;Automation,https://www.ni.com/training/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-090,Keysight Technologies,United States,RF;Microwave;Test;Measurement,https://www.keysight.com/us/en/learn.html,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-091,Rohde & Schwarz,Germany,RF;Test;Measurement;Spectrum,https://www.rohde-schwarz.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-092,Tektronix,United States,Oscilloscopes;Test;Measurement,https://www.tek.com/en/learning,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-093,Ansys,United States,CAE;CFD;FEA;Simulation,https://www.ansys.com/academic/educator-resources,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-094,COMSOL,Sweden,Multiphysics;Simulation;Physics,https://www.comsol.com/learning-center,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-095,National Physical Laboratory,United Kingdom,Metrology;Measurement;Physics,https://www.npl.co.uk/education-training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-096,IPC,United States,PCB;Electronics Manufacturing;Quality,https://www.ipc.org/training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-097,IEEE,Global,Electrical Engineering;RF;Signal Processing;Communications;AI,https://www.ieee.org/education/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-098,IETF,Global,Internet;Networking;Protocols,https://www.ietf.org/education/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-099,3GPP,Global,5G;6G;Mobile Communications,https://www.3gpp.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-100,GSMA,United Kingdom/Global,Mobile;5G;IoT;eSIM,https://www.gsma.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-101,ITU Academy,Global,Telecommunications;Spectrum;Policy,https://academy.itu.int/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-102,ETSI,Europe,Telecommunications;Standards;5G;IoT,https://www.etsi.org/education,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-103,ESA,Europe,Space;Satellite;Earth Observation;Engineering,https://learningzone.esa.int/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-104,NASA,United States,Aerospace;Earth Science;Space;Engineering,https://www.nasa.gov/learning-resources/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-105,NOAA,United States,Ocean;Weather;Earth Science;GIS,https://www.noaa.gov/education,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-106,USGS,United States,Geospatial;Earth Science;GIS,https://www.usgs.gov/educational-resources,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-107,Esri,United States,GIS;Geospatial;Remote Sensing,https://www.esri.com/training/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-108,QGIS,Global,GIS;Geospatial,https://www.qgis.org/en/site/forusers/trainingmaterial/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-109,Autoware Foundation,Global,Autonomous Vehicles;Robotics;ROS,https://www.autoware.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-110,ROS,Global,Robotics;Middleware;Autonomy,https://www.ros.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-111,FIRST Robotics,United States/Global,Robotics;STEM;Engineering,https://www.firstinspires.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-112,ABB,Switzerland,Industrial Automation;Robotics;PLC,https://new.abb.com/service/training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-113,Siemens,Germany,Industrial Automation;PLC;Manufacturing,https://www.siemens.com/training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-114,Schneider Electric,France,Automation;Energy;Industrial Control,https://www.se.com/ww/en/work/solutions/for-business/training/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-115,Rockwell Automation,United States,PLC;Industrial Automation;OT,https://www.rockwellautomation.com/en-us/services/training.html,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-116,Mitsubishi Electric,Japan,Automation;PLC;Robotics;Factory Automation,https://us.mitsubishielectric.com/fa/en/learn/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-117,Omron,Japan,Automation;Robotics;Control,https://www.omron.com/global/en/technology/training/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-118,Festo,Germany,Industrial Automation;Pneumatics;Mechatronics,https://www.festo.com/us/en/e/academy/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-119,Beckhoff,Germany,Automation;EtherCAT;Motion Control,https://www.beckhoff.com/en-us/company/education/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-120,Phoenix Contact,Germany,Industrial Networking;Automation;Electronics,https://www.phoenixcontact.com/en-pc/training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-121,Bosch Rexroth,Germany,Automation;Hydraulics;Motion,https://www.boschrexroth.com/en/xc/training/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-122,Dassault Aviation,France,Aerospace;Engineering,https://www.dassault-aviation.com/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-123,SAE International,United States,Automotive;Aerospace;Mobility;Engineering,https://www.sae.org/learn,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-124,ISO,Switzerland,Standards;Quality;Management Systems,https://www.iso.org/training.html,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-125,IEC,Switzerland,Electrical;Electronics;Standards,https://www.iec.ch/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-126,ASQ,United States,Quality;Manufacturing;Reliability,https://asq.org/training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-127,PMI,United States,Project Management;Agile,https://www.pmi.org/learning,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-128,Scrum.org,United States,Agile;Scrum;Product,https://www.scrum.org/professional-training,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-129,Scrum Alliance,United States,Agile;Scrum,https://www.scrumalliance.org/get-certified,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-130,Linux Foundation Training,United States,Linux;Cloud;Open Source;DevOps,https://training.linuxfoundation.org/,confirmed,confirmed,active,2026-08-31,90,2026-11-29
P-131,OpenEDX,Global,Education Technology;Software;Data,https://openedx.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-132,OpenLearn,United Kingdom,Science;Engineering;Computing,https://www.open.edu/openlearn/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-133,Khan Academy,United States,Math;Science;Computing,https://www.khanacademy.org/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-134,MIT OpenCourseWare,United States,Engineering;Physics;Math;CS,https://ocw.mit.edu/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-135,Coursera,Global,AI;IT;Math;Science;Business,https://www.coursera.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-136,edX,Global,CS;Engineering;Math;Science,https://www.edx.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-137,FutureLearn,United Kingdom,Technology;Science;Business,https://www.futurelearn.com/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-138,Class Central,United States,MOOC discovery;Course directories,https://www.classcentral.com/,confirmed,source-only,active,2026-08-31,90,2026-11-29
P-139,OpenWHO,Global,Health Technology;Public Health,https://openwho.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-140,FAO eLearning Academy,Global,Agriculture;Food;Climate,https://elearning.fao.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-141,UN CC:Learn,Global,Climate;Sustainability,https://unccelearn.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-142,WHO Academy,Global,Health;Public Health;Digital Health,https://www.who.int/about/who-academy,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-143,UNEP InforMEA,Global,Environmental Law;Sustainability,https://www.informea.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-144,EU Academy,European Union,Digital;Policy;Public Administration,https://academy.europa.eu/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-145,EIT Digital,European Union,Digital Technology;AI;Cybersecurity,https://www.eitdigital.eu/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-146,EIT Manufacturing,European Union,Manufacturing;Robotics;Automation,https://www.eitmanufacturing.eu/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-147,EIT Health,European Union,Digital Health;HealthTech,https://eithealth.eu/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-148,EIT Climate-KIC,European Union,Climate;Innovation;Sustainability,https://www.climate-kic.org/,confirmed,conditional,active,2026-08-31,90,2026-11-29
P-149,Roscosmos Education,Russia,Space;Rocket Engineering;Satellite;Physics,https://www.roscosmos.ru/,unknown,source-only,active,2026-08-31,90,2026-11-29
